heure;latitude;longitude;magnitude;ville;type
2018-02-06T15:50:10.739000+00:00;48.561;8.772;1.9;Herrenberg;quarry blast
2018-02-06T15:16:30.811000+00:00;56.666;-147.195;4.6;Anchorage;None
2018-02-06T15:14:58.436000+00:00;45.382;6.505;1.8;Saint-Jean-de-Maurienne;earthquake
2018-02-06T14:57:40.335000+00:00;44.581;6.774;1.2;Briançon;earthquake
2018-02-06T14:49:32.078000+00:00;45.415;6.352;1.7;Saint-Jean-de-Maurienne;earthquake
2018-02-06T14:27:21.254000+00:00;36.355;5.24;5.1;Bejaïa;earthquake
2018-02-06T13:23:00.568000+00:00;44.875;7.047;1.8;Pinerolo;earthquake
2018-02-06T11:33:03.813000+00:00;49.66;7.96;2.3;Alzey;quarry blast
2018-02-06T11:04:20.990000+00:00;43.42;6.381;2.5;Draguignan;quarry blast
2018-02-06T11:00:00.035000+00:00;45.312;4.564;2.5;Saint-Étienne;quarry blast
2018-02-06T10:44:27.015000+00:00;45.882;4.625;2.5;Anse;quarry blast
2018-02-06T10:32:05.142000+00:00;46.333;3.196;2.4;Vichy;quarry blast
2018-02-06T10:01:40.592000+00:00;48.205;8.884;2.1;Albstadt;quarry blast
2018-02-06T09:23:04.633000+00:00;48.019;7.051;1.0;Guebwiller;quarry blast
2018-02-06T09:04:45.562000+00:00;45.413;6.352;1.5;Saint-Jean-de-Maurienne;earthquake
2018-02-06T09:03:57.492000+00:00;45.796;5.374;1.9;Ambérieu-en-Bugey;quarry blast
2018-02-06T08:26:25.132000+00:00;48.493;8.963;2.0;Tübingen;quarry blast
2018-02-06T08:13:08.413000+00:00;45.424;6.326;1.7;Saint-Jean-de-Maurienne;earthquake
2018-02-06T08:02:59.148000+00:00;44.452;6.661;0.8;Gap;earthquake
2018-02-06T07:51:31.064000+00:00;43.502;6.603;2.2;Fréjus;quarry blast
2018-02-06T07:01:50.838000+00:00;44.862;7.031;2.0;Pinerolo;earthquake
2018-02-06T07:00:11.936000+00:00;45.379;6.414;1.2;Saint-Jean-de-Maurienne;earthquake
2018-02-06T05:09:22.424000+00:00;25.267;121.661;4.8;Taipei;None
2018-02-06T04:58:45.269000+00:00;15.999;123.38;5.1;San Mariano;None
2018-02-06T04:48:48.472000+00:00;-35.356;-74.21;4.8;Talcahuano;None
2018-02-06T03:39:56.553000+00:00;44.378;7.27;1.6;Cuneo;earthquake
2018-02-05T23:01:35.930000+00:00;45.42;6.329;2.1;Saint-Jean-de-Maurienne;earthquake
2018-02-05T22:30:10.626000+00:00;45.395;6.375;1.4;Saint-Jean-de-Maurienne;earthquake
2018-02-05T21:54:30.185000+00:00;42.745;1.686;1.2;Andorra la Vella;earthquake
2018-02-05T20:17:46.478000+00:00;42.874;-0.697;1.6;Billère;earthquake
2018-02-05T19:22:34.656000+00:00;56.645;-149.358;4.7;Anchorage;None
2018-02-05T18:57:47.867000+00:00;47.213;7.511;1.8;Grenchen;earthquake
2018-02-05T16:55:40.959000+00:00;18.968;96.564;5.0;Nay Pyi Taw;None
2018-02-05T16:18:57.201000+00:00;48.603;8.15;1.1;Bühl;quarry blast
2018-02-05T15:58:46.114000+00:00;24.682;122.017;4.8;Taipei;None
2018-02-05T14:28:36.100000+00:00;46.213;7.658;1.8;Sion;earthquake
2018-02-05T11:53:18.982000+00:00;44.328;7.293;0.8;Cuneo;earthquake
2018-02-05T11:16:04.965000+00:00;45.478;6.23;1.4;Saint-Jean-de-Maurienne;earthquake
2018-02-05T10:57:41.066000+00:00;45.413;6.354;1.4;Saint-Jean-de-Maurienne;earthquake
2018-02-05T10:55:20.074000+00:00;48.401;6.864;2.0;Saint-Dié-des-Vosges;quarry blast
2018-02-05T10:38:39.690000+00:00;45.573;3.178;2.1;"Cournon-d&#39;Auvergne";quarry blast
2018-02-05T09:29:52.164000+00:00;53.704;-35.335;4.6;Reykjavík;None
2018-02-05T08:57:13.015000+00:00;48.166;9.074;1.8;Albstadt;quarry blast
2018-02-05T08:38:53.143000+00:00;45.416;6.344;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-05T06:21:06.483000+00:00;44.007;6.942;1.7;Vence;earthquake
2018-02-05T06:12:14.183000+00:00;45.41;6.357;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-05T05:04:21.532000+00:00;44.871;7.027;1.7;Pinerolo;earthquake
2018-02-05T04:36:05.940000+00:00;44.773;6.699;0.9;Briançon;earthquake
2018-02-05T03:49:15.665000+00:00;45.423;6.328;1.2;Saint-Jean-de-Maurienne;earthquake
2018-02-05T03:46:49.829000+00:00;45.41;6.373;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-05T03:45:56.039000+00:00;45.436;6.315;1.2;Saint-Jean-de-Maurienne;earthquake
2018-02-05T03:45:53.603000+00:00;45.437;6.3;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-05T03:43:23.308000+00:00;45.426;6.318;2.0;Saint-Jean-de-Maurienne;earthquake
2018-02-05T03:42:23.965000+00:00;45.425;6.327;2.0;Saint-Jean-de-Maurienne;earthquake
2018-02-05T03:06:39.814000+00:00;47.599;7.747;1.5;Lörrach;earthquake
2018-02-05T01:18:16.606000+00:00;43.079;-1.467;1.4;Pamplona;earthquake
2018-02-05T01:03:36.048000+00:00;43.036;-0.281;2.1;Pau;earthquake
2018-02-04T23:03:56.702000+00:00;44.87;7.037;1.2;Pinerolo;earthquake
2018-02-04T22:57:02.537000+00:00;44.935;6.802;1.4;Briançon;earthquake
2018-02-04T22:37:38.874000+00:00;45.423;6.314;1.9;Saint-Jean-de-Maurienne;earthquake
2018-02-04T20:28:16.855000+00:00;45.446;6.274;1.6;Saint-Jean-de-Maurienne;earthquake
2018-02-04T19:54:52.072000+00:00;-8.762;121.979;5.6;Kupang;None
2018-02-04T19:43:20.823000+00:00;45.407;6.361;1.2;Saint-Jean-de-Maurienne;earthquake
2018-02-04T19:40:18.540000+00:00;44.459;6.664;0.8;Gap;earthquake
2018-02-04T19:25:22.043000+00:00;45.417;6.335;1.4;Saint-Jean-de-Maurienne;earthquake
2018-02-04T19:23:53.464000+00:00;45.424;6.319;1.9;Saint-Jean-de-Maurienne;earthquake
2018-02-04T19:10:56.712000+00:00;45.438;6.3;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-04T19:08:20.288000+00:00;45.423;6.337;1.7;Saint-Jean-de-Maurienne;earthquake
2018-02-04T18:57:42.344000+00:00;45.571;10.801;3.2;Negrar;earthquake
2018-02-04T16:13:11.992000+00:00;44.869;7.021;1.1;Pinerolo;earthquake
2018-02-04T14:13:13.886000+00:00;24.159;121.845;5.5;Taipei;None
2018-02-04T13:56:44.440000+00:00;24.17;121.384;5.7;Taipei;None
2018-02-04T13:23:10.063000+00:00;82.984;-7.51;5.0;Tromsø;None
2018-02-04T13:20:37.358000+00:00;45.45;6.244;1.4;Saint-Jean-de-Maurienne;earthquake
2018-02-04T13:19:43.734000+00:00;45.429;6.301;1.6;Saint-Jean-de-Maurienne;earthquake
2018-02-04T13:12:55.426000+00:00;24.498;121.747;5.2;Taipei;None
2018-02-04T12:45:31.256000+00:00;42.539;13.638;4.1;Teramo;earthquake
2018-02-04T09:25:31.204000+00:00;44.457;6.665;0.7;Gap;earthquake
2018-02-04T09:12:29.787000+00:00;44.873;7.016;1.4;Pinerolo;earthquake
2018-02-04T08:09:20.249000+00:00;44.867;7.022;1.6;Pinerolo;earthquake
2018-02-04T07:56:26.626000+00:00;44.871;7.037;1.9;Pinerolo;earthquake
2018-02-04T07:36:39.337000+00:00;44.871;7.026;1.5;Pinerolo;earthquake
2018-02-04T06:25:01.725000+00:00;45.45;6.264;1.5;Saint-Jean-de-Maurienne;earthquake
2018-02-04T05:41:39.733000+00:00;44.867;7.023;1.3;Pinerolo;earthquake
2018-02-04T04:24:26.481000+00:00;45.421;6.313;1.9;Saint-Jean-de-Maurienne;earthquake
2018-02-04T03:23:35.170000+00:00;44.762;6.917;1.4;Briançon;earthquake
2018-02-04T03:17:58.660000+00:00;44.864;7.02;1.4;Pinerolo;earthquake
2018-02-04T03:01:40.099000+00:00;44.873;7.012;1.6;Pinerolo;earthquake
2018-02-04T03:00:10.748000+00:00;44.858;7.014;1.4;Pinerolo;earthquake
2018-02-04T03:00:09.556000+00:00;44.874;7.018;1.5;Pinerolo;earthquake
2018-02-04T02:54:22.003000+00:00;44.867;7.018;1.4;Pinerolo;earthquake
2018-02-04T02:12:41.925000+00:00;45.442;6.305;1.6;Saint-Jean-de-Maurienne;earthquake
2018-02-04T01:50:38.922000+00:00;45.434;6.306;1.6;Saint-Jean-de-Maurienne;earthquake
2018-02-04T01:43:54.038000+00:00;46.472;7.082;2.0;Le Châtelard;earthquake
2018-02-04T01:39:44.982000+00:00;45.443;6.274;1.4;Saint-Jean-de-Maurienne;earthquake
2018-02-04T01:37:08.084000+00:00;45.429;6.336;1.7;Saint-Jean-de-Maurienne;earthquake
2018-02-04T01:25:40.507000+00:00;44.982;7.582;1.8;Moncalieri;earthquake
2018-02-04T01:25:36.899000+00:00;45.46;6.278;1.7;Saint-Jean-de-Maurienne;earthquake
2018-02-04T00:16:06.149000+00:00;45.423;6.323;1.6;Saint-Jean-de-Maurienne;earthquake
2018-02-03T22:22:43.982000+00:00;42.619;0.874;1.7;Andorra la Vella;earthquake
2018-02-03T21:51:31.970000+00:00;42.418;2.295;1.2;Olot;earthquake
2018-02-03T19:58:49.816000+00:00;43.083;-0.331;1.5;Pau;earthquake
2018-02-03T19:37:06.657000+00:00;45.444;6.299;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-03T19:08:14.540000+00:00;44.867;7.03;1.3;Pinerolo;earthquake
2018-02-03T19:06:49.320000+00:00;44.874;7.012;1.1;Pinerolo;earthquake
2018-02-03T18:45:33.701000+00:00;44.425;6.957;1.0;Borgo San Dalmazzo;earthquake
2018-02-03T18:26:08.176000+00:00;44.599;6.686;0.8;Gap;earthquake
2018-02-03T17:48:23.959000+00:00;44.509;7.266;1.2;Saluzzo;earthquake
2018-02-03T17:02:37.438000+00:00;44.524;6.829;1.2;Briançon;earthquake
2018-02-03T14:56:25.253000+00:00;44.871;7.018;1.2;Pinerolo;earthquake
2018-02-03T12:02:13.684000+00:00;45.47;6.257;1.1;Saint-Jean-de-Maurienne;earthquake
2018-02-03T11:03:08.816000+00:00;45.443;6.365;1.6;Albertville;earthquake
2018-02-03T10:45:28.682000+00:00;44.863;7.009;1.1;Pinerolo;earthquake
2018-02-03T09:11:32.126000+00:00;45.433;6.335;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-03T05:02:30.090000+00:00;45.455;6.232;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-03T04:40:41.257000+00:00;45.424;6.331;1.4;Saint-Jean-de-Maurienne;earthquake
2018-02-03T04:37:11.203000+00:00;45.456;6.263;1.1;Saint-Jean-de-Maurienne;earthquake
2018-02-03T04:27:42.831000+00:00;45.422;6.324;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-03T03:50:33.965000+00:00;50.293;7.275;2.4;Mayen;earthquake
2018-02-03T02:44:40.401000+00:00;44.463;7.224;1.0;Borgo San Dalmazzo;earthquake
2018-02-03T00:23:50.325000+00:00;45.439;6.349;1.0;Saint-Jean-de-Maurienne;earthquake
2018-02-02T22:50:38.079000+00:00;44.442;6.64;0.7;Gap;earthquake
2018-02-02T22:45:46.969000+00:00;45.436;6.318;1.1;Saint-Jean-de-Maurienne;earthquake
2018-02-02T22:45:00.697000+00:00;44.87;7.013;1.0;Pinerolo;earthquake
2018-02-02T22:31:22.950000+00:00;45.446;6.309;1.0;Saint-Jean-de-Maurienne;earthquake
2018-02-02T21:21:58.923000+00:00;44.296;7.221;0.7;Cuneo;earthquake
2018-02-02T19:53:24.214000+00:00;43.08;-1.063;1.3;Oloron-Sainte-Marie;earthquake
2018-02-02T19:44:49.152000+00:00;44.892;7.183;0.9;Pinerolo;earthquake
2018-02-02T18:08:38.479000+00:00;45.424;6.341;1.7;Saint-Jean-de-Maurienne;earthquake
2018-02-02T16:49:28.656000+00:00;48.412;8.679;1.6;Horb am Neckar;quarry blast
2018-02-02T16:12:49.135000+00:00;45.447;6.272;1.0;Saint-Jean-de-Maurienne;earthquake
2018-02-02T15:28:19.943000+00:00;45.444;6.309;1.1;Saint-Jean-de-Maurienne;earthquake
2018-02-02T14:39:01.731000+00:00;44.873;7.036;1.9;Pinerolo;earthquake
2018-02-02T13:58:31.027000+00:00;46.222;7.21;1.3;Sion;earthquake
2018-02-02T13:39:01.473000+00:00;44.87;7.024;1.3;Pinerolo;earthquake
2018-02-02T11:11:47.830000+00:00;44.622;8.108;2.2;Alba;quarry blast
2018-02-02T10:47:10.847000+00:00;45.685;5.297;2.1;Bourgoin;quarry blast
2018-02-02T09:20:35.422000+00:00;45.451;6.277;1.0;Saint-Jean-de-Maurienne;earthquake
2018-02-02T09:00:08.430000+00:00;45.413;6.364;1.1;Saint-Jean-de-Maurienne;earthquake
2018-02-02T09:00:01.212000+00:00;47.439;8.205;1.7;Brugg;quarry blast
2018-02-02T08:37:40.340000+00:00;44.468;2.885;2.3;Rodez;quarry blast
2018-02-02T08:34:57.407000+00:00;44.289;7.453;1.4;Cuneo;quarry blast
2018-02-02T08:05:06.276000+00:00;45.457;6.254;1.1;Saint-Jean-de-Maurienne;earthquake
2018-02-02T07:10:49.490000+00:00;45.451;6.273;1.2;Saint-Jean-de-Maurienne;earthquake
2018-02-02T06:31:07.807000+00:00;45.43;6.293;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-02T06:23:57.146000+00:00;52.974;-35.182;4.9;"St. John&#39;s";None
2018-02-02T06:12:00.152000+00:00;45.453;6.257;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-02T05:45:57.298000+00:00;45.428;6.309;1.8;Saint-Jean-de-Maurienne;earthquake
2018-02-02T05:37:11.962000+00:00;45.43;6.307;1.9;Saint-Jean-de-Maurienne;earthquake
2018-02-02T05:35:52.354000+00:00;45.429;6.318;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-02T05:03:51.779000+00:00;45.44;6.297;1.7;Saint-Jean-de-Maurienne;earthquake
2018-02-02T05:03:18.741000+00:00;45.449;6.379;1.4;Albertville;earthquake
2018-02-02T04:49:31.460000+00:00;45.428;6.315;1.8;Saint-Jean-de-Maurienne;earthquake
2018-02-02T04:34:02.704000+00:00;45.44;6.335;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-02T03:25:48.298000+00:00;45.436;6.331;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-02T03:11:52.394000+00:00;45.407;6.388;1.4;Saint-Jean-de-Maurienne;earthquake
2018-02-02T02:13:03.947000+00:00;44.338;7.274;1.4;Cuneo;earthquake
2018-02-02T02:09:41.043000+00:00;45.422;6.293;1.4;Saint-Jean-de-Maurienne;earthquake
2018-02-01T23:35:51.060000+00:00;43.13;-1.052;1.5;Oloron-Sainte-Marie;earthquake
2018-02-01T22:39:47.765000+00:00;45.851;2.727;2.1;Clermont-Ferrand;earthquake
2018-02-01T22:14:55.752000+00:00;46.348;7.151;1.5;Monthey;earthquake
2018-02-01T21:50:41.053000+00:00;46.893;8.335;2.2;Kriens;earthquake
2018-02-01T21:49:49.916000+00:00;45.421;6.31;1.9;Saint-Jean-de-Maurienne;earthquake
2018-02-01T21:34:40.943000+00:00;44.34;7.277;1.7;Cuneo;earthquake
2018-02-01T19:51:45.130000+00:00;44.492;6.694;0.7;Gap;earthquake
2018-02-01T19:30:01.303000+00:00;44.471;6.669;1.6;Gap;earthquake
2018-02-01T18:57:20.024000+00:00;45.425;6.309;1.5;Saint-Jean-de-Maurienne;earthquake
2018-02-01T18:29:05.168000+00:00;47.202;7.526;2.1;Grenchen;earthquake
2018-02-01T15:09:29.677000+00:00;44.598;6.968;1.5;Luserna San Giovanni;earthquake
2018-02-01T15:09:19.305000+00:00;46.321;8.156;1.9;Domodossola;earthquake
2018-02-01T14:36:37.599000+00:00;48.363;8.015;1.8;Offenburg;quarry blast
2018-02-01T13:53:53.020000+00:00;45.632;4.297;2.2;Saint-Just-Saint-Rambert;quarry blast
2018-02-01T12:21:23.768000+00:00;41.473;2.255;2.4;Sant Martí;quarry blast
2018-02-01T11:48:59.734000+00:00;44.601;4.377;2.1;Montélimar;quarry blast
2018-02-01T11:12:52.917000+00:00;43.521;6.561;2.1;Fréjus;quarry blast
2018-02-01T11:11:33.608000+00:00;48.49;7.152;2.0;Obernai;quarry blast
2018-02-01T11:10:21.023000+00:00;43.375;6.913;2.3;Antibes;quarry blast
2018-02-01T11:05:53.634000+00:00;-16.582;-177.416;5.2;Apia;None
2018-02-01T11:00:56.749000+00:00;48.432;6.876;2.0;Saint-Dié-des-Vosges;quarry blast
2018-02-01T11:00:02.001000+00:00;-15.878;-177.701;4.9;Apia;None
2018-02-01T10:44:32.120000+00:00;45.7;4.468;2.3;Saint-Galmier;quarry blast
2018-02-01T09:54:18.442000+00:00;44.795;4.664;2.3;Guilherand-Granges;quarry blast
2018-02-01T09:25:14.963000+00:00;43.948;7.151;1.3;Vence;quarry blast
2018-02-01T09:16:24.041000+00:00;45.438;6.299;1.5;Saint-Jean-de-Maurienne;earthquake
2018-02-01T09:16:15.567000+00:00;45.138;3.207;2.1;Le Puy-en-Velay;quarry blast
2018-02-01T09:10:28.250000+00:00;45.443;6.291;1.4;Saint-Jean-de-Maurienne;earthquake
2018-02-01T09:08:49.214000+00:00;45.445;6.279;1.5;Saint-Jean-de-Maurienne;earthquake
2018-02-01T08:59:28.063000+00:00;45.44;6.284;1.6;Saint-Jean-de-Maurienne;earthquake
2018-02-01T08:56:45.605000+00:00;47.47;5.036;2.4;Dijon;quarry blast
2018-02-01T08:48:15.234000+00:00;45.448;6.27;1.3;Saint-Jean-de-Maurienne;earthquake
2018-02-01T08:42:15.158000+00:00;45.426;6.31;2.1;Saint-Jean-de-Maurienne;earthquake
2018-02-01T08:39:03.972000+00:00;45.438;6.297;1.5;Saint-Jean-de-Maurienne;earthquake
2018-02-01T08:31:33.762000+00:00;44.458;6.61;1.1;Gap;earthquake
2018-02-01T08:03:09.301000+00:00;44.45;6.663;0.8;Gap;earthquake
2018-02-01T08:02:17.240000+00:00;44.446;6.661;0.8;Gap;earthquake
2018-02-01T08:02:01.289000+00:00;44.451;6.663;0.8;Gap;earthquake
2018-02-01T07:40:11.499000+00:00;45.434;6.322;1.5;Saint-Jean-de-Maurienne;earthquake
2018-02-01T07:37:07.564000+00:00;45.436;6.311;1.8;Saint-Jean-de-Maurienne;earthquake
2018-02-01T07:34:23.035000+00:00;45.441;6.281;1.6;Saint-Jean-de-Maurienne;earthquake
2018-02-01T06:46:30.785000+00:00;48.229;9.213;2.1;Albstadt;quarry blast
2018-02-01T04:36:11.299000+00:00;42.775;1.965;1.8;Encamp;earthquake
2018-02-01T03:51:14.514000+00:00;44.44;6.711;1.0;Gap;earthquake
2018-02-01T01:47:36.462000+00:00;47.238;9.816;4.2;Dornbirn;earthquake
2018-02-01T01:31:59.212000+00:00;45.446;6.3;1.5;Saint-Jean-de-Maurienne;earthquake
2018-02-01T01:02:33.061000+00:00;44.62;11.714;3.5;Argenta;earthquake
2018-02-01T00:33:10.008000+00:00;44.695;6.769;1.9;Briançon;earthquake
2018-02-01T00:16:01.496000+00:00;45.425;6.328;2.2;Saint-Jean-de-Maurienne;earthquake
2018-01-31T23:47:13.598000+00:00;45.442;6.325;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-31T23:43:10.368000+00:00;45.423;6.314;1.7;Saint-Jean-de-Maurienne;earthquake
2018-01-31T23:41:46.001000+00:00;45.438;6.284;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-31T23:40:55.779000+00:00;45.441;6.274;1.6;Saint-Jean-de-Maurienne;earthquake
2018-01-31T23:32:54.022000+00:00;45.465;6.232;1.6;Saint-Jean-de-Maurienne;earthquake
2018-01-31T23:31:32.231000+00:00;45.437;6.295;1.6;Saint-Jean-de-Maurienne;earthquake
2018-01-31T23:29:03.665000+00:00;45.426;6.326;1.4;Saint-Jean-de-Maurienne;earthquake
2018-01-31T23:28:28.367000+00:00;45.44;6.279;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-31T23:22:41.673000+00:00;45.433;6.318;1.6;Saint-Jean-de-Maurienne;earthquake
2018-01-31T23:20:58.485000+00:00;45.436;6.349;2.0;Saint-Jean-de-Maurienne;earthquake
2018-01-31T23:14:05.079000+00:00;45.438;6.316;2.3;Saint-Jean-de-Maurienne;earthquake
2018-01-31T23:13:20.127000+00:00;-1.627;-77.422;5.2;Ambato;None
2018-01-31T22:41:54.571000+00:00;45.442;6.291;1.7;Saint-Jean-de-Maurienne;earthquake
2018-01-31T22:30:25.047000+00:00;45.437;6.303;1.7;Saint-Jean-de-Maurienne;earthquake
2018-01-31T21:50:37.891000+00:00;45.405;6.378;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-31T21:27:55.179000+00:00;44.651;6.698;2.1;Gap;earthquake
2018-01-31T21:21:17.653000+00:00;44.511;6.835;1.0;Briançon;earthquake
2018-01-31T21:17:39.652000+00:00;45.428;6.335;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-31T20:01:46.821000+00:00;56.524;-149.15;5.2;Anchorage;None
2018-01-31T19:15:55.395000+00:00;-10.738;164.157;5.4;Honiara;None
2018-01-31T18:25:54.107000+00:00;83.025;-7.716;4.8;Tromsø;None
2018-01-31T17:54:29.079000+00:00;44.42;6.705;0.9;Gap;earthquake
2018-01-31T17:51:10.385000+00:00;44.522;6.683;0.8;Gap;earthquake
2018-01-31T17:15:29.160000+00:00;45.416;6.343;1.4;Saint-Jean-de-Maurienne;earthquake
2018-01-31T16:41:56.058000+00:00;7.526;-79.779;4.9;Chitré;None
2018-01-31T16:37:07.940000+00:00;7.336;-79.6;4.9;Chitré;None
2018-01-31T16:18:34.937000+00:00;43.512;2.136;2.1;Castres;quarry blast
2018-01-31T16:06:57.924000+00:00;45.444;6.293;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-31T13:12:30.341000+00:00;43.052;-0.024;1.3;Tarbes;quarry blast
2018-01-31T11:45:54.193000+00:00;44.332;8.274;1.7;Savona;quarry blast
2018-01-31T11:24:43.846000+00:00;46.394;4.657;2.3;Mâcon;quarry blast
2018-01-31T11:10:32.990000+00:00;43.71;6.981;1.6;Grasse;quarry blast
2018-01-31T10:29:55.928000+00:00;45.446;6.277;1.4;Saint-Jean-de-Maurienne;earthquake
2018-01-31T10:23:59.217000+00:00;48.418;8.841;1.6;Rottenburg;quarry blast
2018-01-31T10:16:17.179000+00:00;45.444;6.286;1.3;Saint-Jean-de-Maurienne;earthquake
2018-01-31T09:55:47.310000+00:00;45.442;6.297;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-31T09:36:56.849000+00:00;43.275;6.013;1.9;La Crau;quarry blast
2018-01-31T09:12:36.182000+00:00;45.435;6.29;1.2;Saint-Jean-de-Maurienne;earthquake
2018-01-31T08:11:35.461000+00:00;50.096;7.891;2.2;Bingen am Rhein;earthquake
2018-01-31T07:59:42.668000+00:00;45.062;6.469;1.3;Briançon;earthquake
2018-01-31T07:43:47.423000+00:00;45.165;5.687;1.5;Grenoble;quarry blast
2018-01-31T07:06:03.466000+00:00;44.516;6.841;0.5;Briançon;earthquake
2018-01-31T07:05:15.107000+00:00;48.293;8.595;1.9;Oberndorf;quarry blast
2018-01-31T06:40:34.956000+00:00;47.845;7.743;1.8;Müllheim;earthquake
2018-01-31T04:58:47.172000+00:00;26.508;66.348;4.9;Dādu;None
2018-01-31T04:26:41.387000+00:00;45.426;6.314;1.1;Saint-Jean-de-Maurienne;earthquake
2018-01-31T03:13:06.632000+00:00;-6.764;155.701;5.6;Port Moresby;None
2018-01-31T02:37:21.561000+00:00;44.061;7.102;0.4;Vence;earthquake
2018-01-31T02:00:35.725000+00:00;-6.611;119.482;5.2;Makassar;None
2018-01-30T23:30:52.967000+00:00;44.322;7.276;0.6;Cuneo;earthquake
2018-01-30T23:25:44.362000+00:00;44.733;6.644;0.4;Gap;earthquake
2018-01-30T22:32:48.428000+00:00;44.555;6.797;0.3;Briançon;earthquake
2018-01-30T22:07:55.172000+00:00;82.982;-4.146;4.7;Tromsø;None
2018-01-30T21:31:04.337000+00:00;45.876;7.037;1.4;Aosta;earthquake
2018-01-30T21:10:35.453000+00:00;46.198;6.908;0.8;Monthey;earthquake
2018-01-30T20:47:21.454000+00:00;42.81;-1.268;1.4;Pamplona;earthquake
2018-01-30T19:36:20.047000+00:00;29.233;51.475;4.4;Shīrāz;None
2018-01-30T19:24:24.184000+00:00;64.691;-17.386;4.6;Reykjavík;None
2018-01-30T15:58:59.027000+00:00;43.124;-0.563;1.4;Pau;quarry blast
2018-01-30T15:31:06.035000+00:00;42.528;0.986;1.7;Andorra la Vella;earthquake
2018-01-30T15:14:32.112000+00:00;45.431;6.311;1.5;Saint-Jean-de-Maurienne;earthquake
2018-01-30T15:04:51.454000+00:00;45.387;6.405;1.1;Saint-Jean-de-Maurienne;earthquake
2018-01-30T12:07:58.749000+00:00;43.106;6.408;2.4;Hyères;explosion
2018-01-30T11:49:20.776000+00:00;51.189;-176.262;4.8;Petropavlovsk-Kamchatskiy;None
2018-01-30T11:07:58.985000+00:00;49.641;7.861;2.0;Eisenberg;quarry blast
2018-01-30T11:01:32.250000+00:00;48.441;6.86;1.5;Saint-Dié-des-Vosges;quarry blast
2018-01-30T10:58:36.003000+00:00;45.321;4.582;1.9;Saint-Chamond;quarry blast
2018-01-30T10:39:24.063000+00:00;42.942;5.957;1.9;Toulon;explosion
2018-01-30T10:13:42.956000+00:00;48.2;8.828;1.8;Albstadt;quarry blast
2018-01-30T09:32:15.476000+00:00;45.97;7.521;1.6;Aosta;earthquake
2018-01-30T09:23:57.171000+00:00;43.445;-0.671;2.1;Pau;earthquake
2018-01-30T09:05:45.873000+00:00;45.549;3.266;1.9;"Cournon-d&#39;Auvergne";quarry blast
2018-01-30T08:47:23.603000+00:00;43.508;6.578;1.8;Fréjus;earthquake
2018-01-30T08:44:24.813000+00:00;45.971;7.519;1.4;Aosta;earthquake
2018-01-30T08:20:04.036000+00:00;44.366;7.407;1.0;Cuneo;quarry blast
2018-01-30T08:14:54.257000+00:00;44.282;7.456;0.7;Cuneo;quarry blast
2018-01-30T07:39:52.564000+00:00;45.441;6.301;1.1;Saint-Jean-de-Maurienne;earthquake
2018-01-30T06:43:09.822000+00:00;44.356;6.837;1.2;Borgo San Dalmazzo;earthquake
2018-01-30T06:36:30.496000+00:00;45.396;6.398;0.7;Saint-Jean-de-Maurienne;earthquake
2018-01-30T02:33:39.034000+00:00;47.225;-0.889;2.9;Cholet;earthquake
2018-01-30T00:18:16.986000+00:00;45.03;3.255;1.1;Le Puy-en-Velay;earthquake
2018-01-30T00:14:16.495000+00:00;43.686;15.539;4.2;Zadar;earthquake
2018-01-29T23:42:17.909000+00:00;41.419;141.952;4.9;Aomori-shi;None
2018-01-29T23:18:36.035000+00:00;44.06;6.671;1.1;Grasse;earthquake
2018-01-29T22:50:26.038000+00:00;45.339;6.435;1.1;Saint-Jean-de-Maurienne;earthquake
2018-01-29T22:39:27.065000+00:00;44.116;6.69;1.6;Grasse;earthquake
2018-01-29T22:38:29.721000+00:00;44.342;7.247;1.5;Cuneo;earthquake
2018-01-29T21:50:19.003000+00:00;44.473;6.408;1.1;Gap;earthquake
2018-01-29T20:31:24.886000+00:00;45.411;6.358;1.1;Saint-Jean-de-Maurienne;earthquake
2018-01-29T16:25:43.405000+00:00;-2.807;139.524;4.8;Jayapura;None
2018-01-29T14:17:16.540000+00:00;42.994;6.367;2.6;Hyères;explosion
